year,pollutant,industry,emission_value
1992,PM2.5,"Electricity, gas, steam and air conditioning supply",29.803
1992,PM2.5,Financial and insurance activities,5.40E-02
1992,PM2.5,Human health and social work activities,1.513
1992,PM2.5,Information and communication,0.247
1992,PM2.5,Manufacturing,44.501
1992,PM2.5,Mining and quarrying,9.944
1992,PM2.5,Other service activities,0.332
1992,PM2.5,"Professional, scientific and technical activities",0.356
1992,PM2.5,Public administration and defence; compulsory social security,2.9
1992,PM2.5,Real estate activities,9.90E-02
1992,PM2.5,Transport and storage,73.355
1992,PM2.5,"Water supply; sewerage, waste management and remediation activities",2.417
1992,PM2.5,Wholesale and retail trade; repair of motor vehicles and motorcycles,4.32
1993,PM2.5,"Agriculture, forestry and fishing",13.056
1993,PM2.5,"Arts, entertainment and recreation",0.446
1993,PM2.5,Construction,12.339
1993,PM2.5,Education,1.551
1993,PM2.5,"Electricity, gas, steam and air conditioning supply",25.441
1993,PM2.5,Financial and insurance activities,5.60E-02
1993,PM2.5,Human health and social work activities,1.459
1993,PM2.5,Information and communication,0.264
1993,PM2.5,Manufacturing,42.342
1993,PM2.5,Mining and quarrying,10.8
1993,PM2.5,Other service activities,0.345
1993,PM2.5,"Professional, scientific and technical activities",0.377
1993,PM2.5,Public administration and defence; compulsory social security,2.823
1993,PM2.5,Real estate activities,0.106
1993,PM2.5,Transport and storage,69.324
1993,PM2.5,"Water supply; sewerage, waste management and remediation activities",2.302
1993,PM2.5,Wholesale and retail trade; repair of motor vehicles and motorcycles,4.455
1994,PM2.5,"Agriculture, forestry and fishing",13.411
1994,PM2.5,"Arts, entertainment and recreation",0.429
1994,PM2.5,Construction,11.715
1994,PM2.5,Education,1.201
1994,PM2.5,"Electricity, gas, steam and air conditioning supply",22.931
1994,PM2.5,Financial and insurance activities,5.50E-02
1994,PM2.5,Human health and social work activities,1.342
1994,PM2.5,Information and communication,0.279
1994,PM2.5,Manufacturing,40.776
1994,PM2.5,Mining and quarrying,11.114
1994,PM2.5,Other service activities,0.34
1994,PM2.5,"Professional, scientific and technical activities",0.399
1994,PM2.5,Public administration and defence; compulsory social security,2.545
1994,PM2.5,Real estate activities,0.112
1994,PM2.5,Transport and storage,66.617
1994,PM2.5,"Water supply; sewerage, waste management and remediation activities",2.23
1994,PM2.5,Wholesale and retail trade; repair of motor vehicles and motorcycles,4.571
1995,PM2.5,"Agriculture, forestry and fishing",12.101
1995,PM2.5,"Arts, entertainment and recreation",0.41
1995,PM2.5,Construction,11.515
1995,PM2.5,Education,0.982
1995,PM2.5,"Electricity, gas, steam and air conditioning supply",17.944
1995,PM2.5,Financial and insurance activities,5.50E-02
1995,PM2.5,Human health and social work activities,1.153
1995,PM2.5,Information and communication,0.285
1995,PM2.5,Manufacturing,37.897
1995,PM2.5,Mining and quarrying,8.67
1995,PM2.5,Other service activities,0.34
1995,PM2.5,"Professional, scientific and technical activities",0.414
1995,PM2.5,Public administration and defence; compulsory social security,2.323
1995,PM2.5,Real estate activities,0.114
1995,PM2.5,Transport and storage,66.861
1995,PM2.5,"Water supply; sewerage, waste management and remediation activities",2.104
1995,PM2.5,Wholesale and retail trade; repair of motor vehicles and motorcycles,4.562
1996,PM2.5,"Agriculture, forestry and fishing",11.787
1996,PM2.5,"Arts, entertainment and recreation",0.371
1996,PM2.5,Construction,11.719
1996,PM2.5,Education,1.096
1996,PM2.5,"Electricity, gas, steam and air conditioning supply",16.906
1996,PM2.5,Financial and insurance activities,4.90E-02
1996,PM2.5,Human health and social work activities,1.15
1996,PM2.5,Information and communication,0.269
1996,PM2.5,Manufacturing,33.899
1996,PM2.5,Mining and quarrying,8.889
1996,PM2.5,Other service activities,0.323
1996,PM2.5,"Professional, scientific and technical activities",0.382
1996,PM2.5,Public administration and defence; compulsory social security,2.281
1996,PM2.5,Real estate activities,0.108
1996,PM2.5,Transport and storage,72.383
1996,PM2.5,"Water supply; sewerage, waste management and remediation activities",2.066
1996,PM2.5,Wholesale and retail trade; repair of motor vehicles and motorcycles,4.435
1997,PM2.5,"Agriculture, forestry and fishing",11.935
1997,PM2.5,"Arts, entertainment and recreation",0.329
1997,PM2.5,Construction,11.491
1997,PM2.5,Education,1.116
1997,PM2.5,"Electricity, gas, steam and air conditioning supply",13.775
1997,PM2.5,Financial and insurance activities,4.40E-02
1997,PM2.5,Human health and social work activities,1.04
1997,PM2.5,Information and communication,0.265
1997,PM2.5,Manufacturing,32.257
1997,PM2.5,Mining and quarrying,8.69
1997,PM2.5,Other service activities,0.298
1997,PM2.5,"Professional, scientific and technical activities",0.382
1997,PM2.5,Public administration and defence; compulsory social security,2.163
1997,PM2.5,Real estate activities,0.106
1997,PM2.5,Transport and storage,91.13
1997,PM2.5,"Water supply; sewerage, waste management and remediation activities",1.854
1997,PM2.5,Wholesale and retail trade; repair of motor vehicles and motorcycles,4.351
1998,PM2.5,"Agriculture, forestry and fishing",11.239
1998,PM2.5,"Arts, entertainment and recreation",0.372
1998,PM2.5,Construction,10.641
1998,PM2.5,Education,0.75
1998,PM2.5,"Electricity, gas, steam and air conditioning supply",12.607
1998,PM2.5,Financial and insurance activities,4.30E-02
1998,PM2.5,Human health and social work activities,1.072
1998,PM2.5,Information and communication,0.258
1998,PM2.5,Manufacturing,28.18
1998,PM2.5,Mining and quarrying,8.514
1998,PM2.5,Other service activities,0.313
1998,PM2.5,"Professional, scientific and technical activities",0.365
1998,PM2.5,Public administration and defence; compulsory social security,1.904
1998,PM2.5,Real estate activities,0.103
1998,PM2.5,Transport and storage,92.562
1998,PM2.5,"Water supply; sewerage, waste management and remediation activities",2.328
1998,PM2.5,Wholesale and retail trade; repair of motor vehicles and motorcycles,4.199
1999,PM2.5,"Agriculture, forestry and fishing",11.139
1999,PM2.5,"Arts, entertainment and recreation",0.352
1999,PM2.5,Construction,10.424
1999,PM2.5,Education,0.774
1999,PM2.5,"Electricity, gas, steam and air conditioning supply",10.088
1999,PM2.5,Financial and insurance activities,4.30E-02
1999,PM2.5,Human health and social work activities,1.088
1999,PM2.5,Information and communication,0.259
1999,PM2.5,Manufacturing,26.993
1999,PM2.5,Mining and quarrying,7.522
1999,PM2.5,Other service activities,0.307
1999,PM2.5,"Professional, scientific and technical activities",0.37
1999,PM2.5,Public administration and defence; compulsory social security,1.923
1999,PM2.5,Real estate activities,0.103
1999,PM2.5,Transport and storage,78.899
1999,PM2.5,"Water supply; sewerage, waste management and remediation activities",1.733
1999,PM2.5,Wholesale and retail trade; repair of motor vehicles and motorcycles,4.089
2000,PM2.5,"Agriculture, forestry and fishing",10.518
2000,PM2.5,"Arts, entertainment and recreation",0.337
2000,PM2.5,Construction,10.076
2000,PM2.5,Education,0.57
2000,PM2.5,"Electricity, gas, steam and air conditioning supply",11.031
2000,PM2.5,Financial and insurance activities,3.70E-02
2000,PM2.5,Human health and social work activities,0.84
2000,PM2.5,Information and communication,0.225
2000,PM2.5,Manufacturing,23.456
2000,PM2.5,Mining and quarrying,6.662
2000,PM2.5,Other service activities,0.282
2000,PM2.5,"Professional, scientific and technical activities",0.326
2000,PM2.5,Public administration and defence; compulsory social security,1.794
2000,PM2.5,Real estate activities,0.09
2000,PM2.5,Transport and storage,74.709
2000,PM2.5,"Water supply; sewerage, waste management and remediation activities",1.623
2000,PM2.5,Wholesale and retail trade; repair of motor vehicles and motorcycles,3.62
2001,PM2.5,"Agriculture, forestry and fishing",9.929
2001,PM2.5,"Arts, entertainment and recreation",0.397
2001,PM2.5,Construction,10.76
2001,PM2.5,Education,0.602
2001,PM2.5,"Electricity, gas, steam and air conditioning supply",8.689
2001,PM2.5,Financial and insurance activities,3.80E-02
2001,PM2.5,Human health and social work activities,0.859
2001,PM2.5,Information and communication,0.209
2001,PM2.5,Manufacturing,22.245
2001,PM2.5,Mining and quarrying,6.921
2001,PM2.5,Other service activities,0.286
2001,PM2.5,"Professional, scientific and technical activities",0.296
2001,PM2.5,Public administration and defence; compulsory social security,1.651
2001,PM2.5,Real estate activities,8.30E-02
2001,PM2.5,Transport and storage,83.895
2001,PM2.5,"Water supply; sewerage, waste management and remediation activities",4.913
2001,PM2.5,Wholesale and retail trade; repair of motor vehicles and motorcycles,3.401
2002,PM2.5,"Agriculture, forestry and fishing",9.835
2002,PM2.5,"Arts, entertainment and recreation",0.357
2002,PM2.5,Construction,9.562
2002,PM2.5,Education,0.453
2002,PM2.5,"Electricity, gas, steam and air conditioning supply",4.894
2002,PM2.5,Financial and insurance activities,3.10E-02
2002,PM2.5,Human health and social work activities,0.677
2002,PM2.5,Information and communication,0.192
2002,PM2.5,Manufacturing,20.095
2002,PM2.5,Mining and quarrying,6.47
2002,PM2.5,Other service activities,0.268
2002,PM2.5,"Professional, scientific and technical activities",0.266
2002,PM2.5,Public administration and defence; compulsory social security,1.426
2002,PM2.5,Real estate activities,7.60E-02
2002,PM2.5,Transport and storage,77.008
2002,PM2.5,"Water supply; sewerage, waste management and remediation activities",1.38
2002,PM2.5,Wholesale and retail trade; repair of motor vehicles and motorcycles,3.224
2003,PM2.5,"Agriculture, forestry and fishing",9.615
2003,PM2.5,"Arts, entertainment and recreation",0.364
2003,PM2.5,Construction,10.801
2003,PM2.5,Education,0.338
2003,PM2.5,"Electricity, gas, steam and air conditioning supply",4.602
2003,PM2.5,Financial and insurance activities,3.10E-02
2003,PM2.5,Human health and social work activities,0.637
2003,PM2.5,Information and communication,0.191
2003,PM2.5,Manufacturing,20.782
2003,PM2.5,Mining and quarrying,6.259
2003,PM2.5,Other service activities,0.268
2003,PM2.5,"Professional, scientific and technical activities",0.265
2003,PM2.5,Public administration and defence; compulsory social security,1.362
2003,PM2.5,Real estate activities,7.60E-02
2003,PM2.5,Transport and storage,76.182
2003,PM2.5,"Water supply; sewerage, waste management and remediation activities",1.277
2003,PM2.5,Wholesale and retail trade; repair of motor vehicles and motorcycles,3.174
2004,PM2.5,"Agriculture, forestry and fishing",9.39
2004,PM2.5,"Arts, entertainment and recreation",0.383
2004,PM2.5,Construction,9.105
2004,PM2.5,Education,0.337
2004,PM2.5,"Electricity, gas, steam and air conditioning supply",5.105
2004,PM2.5,Financial and insurance activities,2.90E-02
2004,PM2.5,Human health and social work activities,0.536
2004,PM2.5,Information and communication,0.177
2004,PM2.5,Manufacturing,19.632
2004,PM2.5,Mining and quarrying,6.339
2004,PM2.5,Other service activities,0.253
2004,PM2.5,"Professional, scientific and technical activities",0.243
2004,PM2.5,Public administration and defence; compulsory social security,1.361
2004,PM2.5,Real estate activities,7.20E-02
2004,PM2.5,Transport and storage,74.602
2004,PM2.5,"Water supply; sewerage, waste management and remediation activities",1.295
2004,PM2.5,Wholesale and retail trade; repair of motor vehicles and motorcycles,3.012
2005,PM2.5,"Agriculture, forestry and fishing",9.058
2005,PM2.5,"Arts, entertainment and recreation",0.382
2005,PM2.5,Construction,8.432
2005,PM2.5,Education,0.398
2005,PM2.5,"Electricity, gas, steam and air conditioning supply",6.2
2005,PM2.5,Financial and insurance activities,2.70E-02
2005,PM2.5,Human health and social work activities,0.662
2005,PM2.5,Information and communication,0.174
2005,PM2.5,Manufacturing,19.286
2005,PM2.5,Mining and quarrying,6.13
2005,PM2.5,Other service activities,0.254
2005,PM2.5,"Professional, scientific and technical activities",0.239
2005,PM2.5,Public administration and defence; compulsory social security,1.284
2005,PM2.5,Real estate activities,7.10E-02
2005,PM2.5,Transport and storage,70.252
2005,PM2.5,"Water supply; sewerage, waste management and remediation activities",1.349
2005,PM2.5,Wholesale and retail trade; repair of motor vehicles and motorcycles,2.881
2006,PM2.5,"Agriculture, forestry and fishing",8.666
2006,PM2.5,"Arts, entertainment and recreation",0.22
2006,PM2.5,Construction,7.613
2006,PM2.5,Education,0.375
2006,PM2.5,"Electricity, gas, steam and air conditioning supply",6.856
2006,PM2.5,Financial and insurance activities,2.80E-02
2006,PM2.5,Human health and social work activities,0.59
2006,PM2.5,Information and communication,0.169
2006,PM2.5,Manufacturing,18.585
2006,PM2.5,Mining and quarrying,5.903
2006,PM2.5,Other service activities,0.214
2006,PM2.5,"Professional, scientific and technical activities",0.236
2006,PM2.5,Public administration and defence; compulsory social security,1.237
2006,PM2.5,Real estate activities,7.10E-02
2006,PM2.5,Transport and storage,46.499
2006,PM2.5,"Water supply; sewerage, waste management and remediation activities",1.251
2006,PM2.5,Wholesale and retail trade; repair of motor vehicles and motorcycles,2.784
2007,PM2.5,"Agriculture, forestry and fishing",8.08
2007,PM2.5,"Arts, entertainment and recreation",0.204
2007,PM2.5,Construction,7.23
2007,PM2.5,Education,0.356
2007,PM2.5,"Electricity, gas, steam and air conditioning supply",6.528
2007,PM2.5,Financial and insurance activities,2.80E-02
2007,PM2.5,Human health and social work activities,0.548
2007,PM2.5,Information and communication,0.166
2007,PM2.5,Manufacturing,17.998
2007,PM2.5,Mining and quarrying,5.627
2007,PM2.5,Other service activities,0.183
2007,PM2.5,"Professional, scientific and technical activities",0.236
2007,PM2.5,Public administration and defence; compulsory social security,1.223
2007,PM2.5,Real estate activities,7.00E-02
2007,PM2.5,Transport and storage,36.903
2007,PM2.5,"Water supply; sewerage, waste management and remediation activities",1.132
2007,PM2.5,Wholesale and retail trade; repair of motor vehicles and motorcycles,2.757
2008,PM2.5,"Agriculture, forestry and fishing",8.354
2008,PM2.5,"Arts, entertainment and recreation",0.187
2008,PM2.5,Construction,5.915
2008,PM2.5,Education,0.27
2008,PM2.5,"Electricity, gas, steam and air conditioning supply",6.172
2008,PM2.5,Financial and insurance activities,2.70E-02
2008,PM2.5,Human health and social work activities,0.537
2008,PM2.5,Information and communication,0.161
2008,PM2.5,Manufacturing,16.234
2008,PM2.5,Mining and quarrying,4.987
2008,PM2.5,Other service activities,0.177
2008,PM2.5,"Professional, scientific and technical activities",0.229
2008,PM2.5,Public administration and defence; compulsory social security,1.071
2008,PM2.5,Real estate activities,6.90E-02
2008,PM2.5,Transport and storage,28.637
2008,PM2.5,"Water supply; sewerage, waste management and remediation activities",0.965
2008,PM2.5,Wholesale and retail trade; repair of motor vehicles and motorcycles,2.474
2009,PM2.5,"Agriculture, forestry and fishing",7.659
2009,PM2.5,"Arts, entertainment and recreation",0.19
2009,PM2.5,Construction,5.218
2009,PM2.5,Education,0.247
2009,PM2.5,"Electricity, gas, steam and air conditioning supply",4.423
2009,PM2.5,Financial and insurance activities,2.50E-02
2009,PM2.5,Human health and social work activities,0.501
2009,PM2.5,Information and communication,0.145
2009,PM2.5,Manufacturing,14.457
2009,PM2.5,Mining and quarrying,4.519
2009,PM2.5,Other service activities,0.161
2009,PM2.5,"Professional, scientific and technical activities",0.197
2009,PM2.5,Public administration and defence; compulsory social security,1.008
2009,PM2.5,Real estate activities,6.40E-02
2009,PM2.5,Transport and storage,21.783
2009,PM2.5,"Water supply; sewerage, waste management and remediation activities",0.905
2009,PM2.5,Wholesale and retail trade; repair of motor vehicles and motorcycles,2.429
2010,PM2.5,"Agriculture, forestry and fishing",7.221
2010,PM2.5,"Arts, entertainment and recreation",0.158
2010,PM2.5,Construction,6.259
2010,PM2.5,Education,0.251
2010,PM2.5,"Electricity, gas, steam and air conditioning supply",4.51
2010,PM2.5,Financial and insurance activities,2.30E-02
2010,PM2.5,Human health and social work activities,0.499
2010,PM2.5,Information and communication,0.137
2010,PM2.5,Manufacturing,14.584
2010,PM2.5,Mining and quarrying,4.382
2010,PM2.5,Other service activities,0.142
2010,PM2.5,"Professional, scientific and technical activities",0.185
2010,PM2.5,Public administration and defence; compulsory social security,0.955
2010,PM2.5,Real estate activities,6.10E-02
2010,PM2.5,Transport and storage,19.579
2010,PM2.5,"Water supply; sewerage, waste management and remediation activities",0.928
2010,PM2.5,Wholesale and retail trade; repair of motor vehicles and motorcycles,2.331
2011,PM2.5,"Agriculture, forestry and fishing",6.577
2011,PM2.5,"Arts, entertainment and recreation",0.143
2011,PM2.5,Construction,5.242
2011,PM2.5,Education,0.226
2011,PM2.5,"Electricity, gas, steam and air conditioning supply",4.328
2011,PM2.5,Financial and insurance activities,2.20E-02
2011,PM2.5,Human health and social work activities,0.494
2011,PM2.5,Information and communication,0.126
2011,PM2.5,Manufacturing,14.077
2011,PM2.5,Mining and quarrying,3.913
2011,PM2.5,Other service activities,0.131
2011,PM2.5,"Professional, scientific and technical activities",0.173
2011,PM2.5,Public administration and defence; compulsory social security,0.871
2011,PM2.5,Real estate activities,5.70E-02
2011,PM2.5,Transport and storage,17.957
2011,PM2.5,"Water supply; sewerage, waste management and remediation activities",0.883
2011,PM2.5,Wholesale and retail trade; repair of motor vehicles and motorcycles,2.132
2012,PM2.5,"Agriculture, forestry and fishing",6.692
2012,PM2.5,"Arts, entertainment and recreation",0.136
2012,PM2.5,Construction,4.446
2012,PM2.5,Education,0.222
2012,PM2.5,"Electricity, gas, steam and air conditioning supply",5.527
2012,PM2.5,Financial and insurance activities,0.02
2012,PM2.5,Human health and social work activities,0.45
2012,PM2.5,Information and communication,0.114
2012,PM2.5,Manufacturing,14.206
2012,PM2.5,Mining and quarrying,3.403
2012,PM2.5,Other service activities,0.121
2012,PM2.5,"Professional, scientific and technical activities",0.16
2012,PM2.5,Public administration and defence; compulsory social security,0.786
2012,PM2.5,Real estate activities,5.50E-02
2012,PM2.5,Transport and storage,17.738
2012,PM2.5,"Water supply; sewerage, waste management and remediation activities",0.856
2012,PM2.5,Wholesale and retail trade; repair of motor vehicles and motorcycles,1.971
2013,PM2.5,"Agriculture, forestry and fishing",6.127
2013,PM2.5,"Arts, entertainment and recreation",0.129
2013,PM2.5,Construction,4.714
2013,PM2.5,Education,0.252
2013,PM2.5,"Electricity, gas, steam and air conditioning supply",4.926
2013,PM2.5,Financial and insurance activities,1.80E-02
2013,PM2.5,Human health and social work activities,0.435
2013,PM2.5,Information and communication,0.101
2013,PM2.5,Manufacturing,15.682
2013,PM2.5,Mining and quarrying,3.271
2013,PM2.5,Other service activities,0.114
2013,PM2.5,"Professional, scientific and technical activities",0.142
2013,PM2.5,Public administration and defence; compulsory social security,0.695
2013,PM2.5,Real estate activities,0.05
2013,PM2.5,Transport and storage,13.682
2013,PM2.5,"Water supply; sewerage, waste management and remediation activities",0.822
2013,PM2.5,Wholesale and retail trade; repair of motor vehicles and motorcycles,1.776
2014,PM2.5,"Agriculture, forestry and fishing",6.132
2014,PM2.5,"Arts, entertainment and recreation",0.118
2014,PM2.5,Construction,4.165
2014,PM2.5,Education,0.238
2014,PM2.5,"Electricity, gas, steam and air conditioning supply",3.946
2014,PM2.5,Financial and insurance activities,1.60E-02
2014,PM2.5,Human health and social work activities,0.425
2014,PM2.5,Information and communication,9.20E-02
2014,PM2.5,Manufacturing,16.174
2014,PM2.5,Mining and quarrying,3.324
2014,PM2.5,Other service activities,0.107
2014,PM2.5,"Professional, scientific and technical activities",0.133
2014,PM2.5,Public administration and defence; compulsory social security,0.605
2014,PM2.5,Real estate activities,4.60E-02
2014,PM2.5,Transport and storage,15.564
2014,PM2.5,"Water supply; sewerage, waste management and remediation activities",0.817
2014,PM2.5,Wholesale and retail trade; repair of motor vehicles and motorcycles,1.648
2015,PM2.5,"Agriculture, forestry and fishing",6.229
2015,PM2.5,"Arts, entertainment and recreation",0.102
2015,PM2.5,Construction,4.141
2015,PM2.5,Education,0.204
2015,PM2.5,"Electricity, gas, steam and air conditioning supply",3.204
2015,PM2.5,Financial and insurance activities,1.30E-02
2015,PM2.5,Human health and social work activities,0.233
2015,PM2.5,Information and communication,8.10E-02
2015,PM2.5,Manufacturing,14.898
2015,PM2.5,Mining and quarrying,3.419
2015,PM2.5,Other service activities,0.12
2015,PM2.5,"Professional, scientific and technical activities",0.115
2015,PM2.5,Public administration and defence; compulsory social security,0.467
2015,PM2.5,Real estate activities,4.20E-02
2015,PM2.5,Transport and storage,17.451
2015,PM2.5,"Water supply; sewerage, waste management and remediation activities",0.848
2015,PM2.5,Wholesale and retail trade; repair of motor vehicles and motorcycles,1.532
2016,PM2.5,"Agriculture, forestry and fishing",6.024
2016,PM2.5,"Arts, entertainment and recreation",0.109
2016,PM2.5,Construction,4.563
2016,PM2.5,Education,0.226
2016,PM2.5,"Electricity, gas, steam and air conditioning supply",2.428
2016,PM2.5,Financial and insurance activities,1.30E-02
2016,PM2.5,Human health and social work activities,0.273
2016,PM2.5,Information and communication,7.90E-02
2016,PM2.5,Manufacturing,12.96
2016,PM2.5,Mining and quarrying,3.387
2016,PM2.5,Other service activities,0.12
2016,PM2.5,"Professional, scientific and technical activities",0.115
2016,PM2.5,Public administration and defence; compulsory social security,0.462
2016,PM2.5,Real estate activities,4.10E-02
2016,PM2.5,Transport and storage,19.014
2016,PM2.5,"Water supply; sewerage, waste management and remediation activities",0.861
2016,PM2.5,Wholesale and retail trade; repair of motor vehicles and motorcycles,1.452
2017,PM2.5,"Agriculture, forestry and fishing",5.927
2017,PM2.5,"Arts, entertainment and recreation",0.124
2017,PM2.5,Construction,4.975
2017,PM2.5,Education,0.242
2017,PM2.5,"Electricity, gas, steam and air conditioning supply",2.105
2017,PM2.5,Financial and insurance activities,1.30E-02
2017,PM2.5,Human health and social work activities,0.22
2017,PM2.5,Information and communication,7.70E-02
2017,PM2.5,Manufacturing,13.058
2017,PM2.5,Mining and quarrying,3.49
2017,PM2.5,Other service activities,0.118
2017,PM2.5,"Professional, scientific and technical activities",0.109
2017,PM2.5,Public administration and defence; compulsory social security,0.45
2017,PM2.5,Real estate activities,3.80E-02
2017,PM2.5,Transport and storage,11.977
2017,PM2.5,"Water supply; sewerage, waste management and remediation activities",0.889
2017,PM2.5,Wholesale and retail trade; repair of motor vehicles and motorcycles,1.337
2018,PM2.5,"Agriculture, forestry and fishing",5.836
2018,PM2.5,"Arts, entertainment and recreation",0.13
2018,PM2.5,Construction,4.448
2018,PM2.5,Education,0.249
2018,PM2.5,"Electricity, gas, steam and air conditioning supply",1.851
2018,PM2.5,Financial and insurance activities,1.30E-02
2018,PM2.5,Human health and social work activities,0.233
2018,PM2.5,Information and communication,7.30E-02
2018,PM2.5,Manufacturing,13.325
2018,PM2.5,Mining and quarrying,3.603
2018,PM2.5,Other service activities,0.122
2018,PM2.5,"Professional, scientific and technical activities",0.104
2018,PM2.5,Public administration and defence; compulsory social security,0.452
2018,PM2.5,Real estate activities,3.70E-02
2018,PM2.5,Transport and storage,13.798
2018,PM2.5,"Water supply; sewerage, waste management and remediation activities",0.907
2018,PM2.5,Wholesale and retail trade; repair of motor vehicles and motorcycles,1.217
2019,PM2.5,"Agriculture, forestry and fishing",5.501
2019,PM2.5,"Arts, entertainment and recreation",0.122
2019,PM2.5,Construction,4.347
2019,PM2.5,Education,0.217
2019,PM2.5,"Electricity, gas, steam and air conditioning supply",1.49
2019,PM2.5,Financial and insurance activities,1.20E-02
2019,PM2.5,Human health and social work activities,0.216
2019,PM2.5,Information and communication,6.90E-02
2019,PM2.5,Manufacturing,12.073
2019,PM2.5,Mining and quarrying,3.624
2019,PM2.5,Other service activities,0.113
2019,PM2.5,"Professional, scientific and technical activities",9.90E-02
2019,PM2.5,Public administration and defence; compulsory social security,0.427
2019,PM2.5,Real estate activities,3.50E-02
2019,PM2.5,Transport and storage,15.057
2019,PM2.5,"Water supply; sewerage, waste management and remediation activities",0.863
2019,PM2.5,Wholesale and retail trade; repair of motor vehicles and motorcycles,1.147
2020,PM2.5,"Agriculture, forestry and fishing",5.23
2020,PM2.5,"Arts, entertainment and recreation",0.112
2020,PM2.5,Construction,3.569
2020,PM2.5,Education,0.199
2020,PM2.5,"Electricity, gas, steam and air conditioning supply",1.407
2020,PM2.5,Financial and insurance activities,0.01
2020,PM2.5,Human health and social work activities,0.221
2020,PM2.5,Information and communication,5.30E-02
2020,PM2.5,Manufacturing,11.846
2020,PM2.5,Mining and quarrying,3.191
2020,PM2.5,Other service activities,0.106
2020,PM2.5,"Professional, scientific and technical activities",7.40E-02
2020,PM2.5,Public administration and defence; compulsory social security,0.334
2020,PM2.5,Real estate activities,2.80E-02
2020,PM2.5,Transport and storage,10.569
2020,PM2.5,"Water supply; sewerage, waste management and remediation activities",0.891
2020,PM2.5,Wholesale and retail trade; repair of motor vehicles and motorcycles,0.908
2021,PM2.5,"Agriculture, forestry and fishing",5.243
2021,PM2.5,"Arts, entertainment and recreation",0.112
2021,PM2.5,Construction,3.949
2021,PM2.5,Education,0.188
2021,PM2.5,"Electricity, gas, steam and air conditioning supply",1.255
2021,PM2.5,Financial and insurance activities,0.01
2021,PM2.5,Human health and social work activities,0.22
2021,PM2.5,Information and communication,5.60E-02
2021,PM2.5,Manufacturing,11.911
2021,PM2.5,Mining and quarrying,3.446
2021,PM2.5,Other service activities,0.103
2021,PM2.5,"Professional, scientific and technical activities",7.80E-02
2021,PM2.5,Public administration and defence; compulsory social security,0.402
2021,PM2.5,Real estate activities,2.90E-02
2021,PM2.5,Transport and storage,7.975
2021,PM2.5,"Water supply; sewerage, waste management and remediation activities",0.91
2021,PM2.5,Wholesale and retail trade; repair of motor vehicles and motorcycles,0.983
2022,PM2.5,"Agriculture, forestry and fishing",5.039
2022,PM2.5,"Arts, entertainment and recreation",0.111
2022,PM2.5,Construction,4.004
2022,PM2.5,Education,0.179
2022,PM2.5,"Electricity, gas, steam and air conditioning supply",1.135
2022,PM2.5,Financial and insurance activities,0.01
2022,PM2.5,Human health and social work activities,0.207
2022,PM2.5,Information and communication,5.80E-02
2022,PM2.5,Manufacturing,11.59
2022,PM2.5,Mining and quarrying,2.96
2022,PM2.5,Other service activities,0.102
2022,PM2.5,"Professional, scientific and technical activities",0.08
2022,PM2.5,Public administration and defence; compulsory social security,0.373
2022,PM2.5,Real estate activities,0.03
2022,PM2.5,Transport and storage,11.372
2022,PM2.5,"Water supply; sewerage, waste management and remediation activities",0.919
2022,PM2.5,Wholesale and retail trade; repair of motor vehicles and motorcycles,0.995
2023,PM2.5,"Agriculture, forestry and fishing",4.966
2023,PM2.5,"Arts, entertainment and recreation",0.116
2023,PM2.5,Construction,4.119
2023,PM2.5,Education,0.178
2023,PM2.5,"Electricity, gas, steam and air conditioning supply",1.071
2023,PM2.5,Financial and insurance activities,0.01
2023,PM2.5,Human health and social work activities,0.205
2023,PM2.5,Information and communication,5.80E-02
2023,PM2.5,Manufacturing,11.645
2023,PM2.5,Mining and quarrying,2.819
2023,PM2.5,Other service activities,0.104
2023,PM2.5,"Professional, scientific and technical activities",0.08
2023,PM2.5,Public administration and defence; compulsory social security,0.384
2023,PM2.5,Real estate activities,0.03
2023,PM2.5,Transport and storage,10.577
2023,PM2.5,"Water supply; sewerage, waste management and remediation activities",0.936
2023,PM2.5,Wholesale and retail trade; repair of motor vehicles and motorcycles,0.995
NA,PM2.5,"Agriculture, forestry and fishing",NA
NA,PM2.5,"Arts, entertainment and recreation",NA
NA,PM2.5,Construction,NA
NA,PM2.5,Education,NA
NA,PM2.5,"Electricity, gas, steam and air conditioning supply",NA
NA,PM2.5,Financial and insurance activities,NA
NA,PM2.5,Human health and social work activities,NA
NA,PM2.5,Information and communication,NA
NA,PM2.5,Manufacturing,NA
NA,PM2.5,Mining and quarrying,NA
NA,PM2.5,Other service activities,NA
NA,PM2.5,"Professional, scientific and technical activities",NA
NA,PM2.5,Public administration and defence; compulsory social security,NA
NA,PM2.5,Real estate activities,NA
NA,PM2.5,Transport and storage,NA
NA,PM2.5,"Water supply; sewerage, waste management and remediation activities",NA
NA,PM2.5,Wholesale and retail trade; repair of motor vehicles and motorcycles,NA
